Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Engagement_Score,Average_Marks,Risk_Level
13,78,2,0,0,7,82,0,1,0,1,0,1,1,2,0,0,1,0,65,45.5,73.5,Low Risk
25,81,0,2,1,7,85,0,1,3,2,2,1,0,1,0,2,1,0,71,53.0,78.0,Low Risk
21,81,0,2,1,7,94,2,1,3,2,2,1,1,1,0,2,1,1,70,51.0,82.0,Low Risk
17,82,2,1,0,10,94,2,1,1,0,0,0,1,3,0,1,1,0,66,49.5,80.0,Low Risk
9,81,2,2,1,7,99,2,1,2,1,2,1,1,3,0,1,1,0,64,45.0,81.5,Low Risk
29,60,1,0,0,7,63,2,1,0,1,2,1,0,4,0,2,2,1,64,44.5,63.5,Low Risk
13,60,0,1,0,10,64,1,1,1,2,2,1,1,4,0,0,0,1,59,36.5,61.5,Low Risk
16,64,2,0,1,7,70,2,1,5,1,1,1,2,4,0,1,1,1,65,40.0,67.5,Low Risk
22,64,0,2,1,10,77,2,1,1,1,0,1,2,3,0,1,1,1,66,43.0,71.5,Low Risk
13,88,2,2,1,4,68,0,1,1,0,2,1,2,2,0,1,2,0,67,50.5,67.5,Low Risk
11,68,0,2,1,5,87,2,1,1,1,2,1,2,4,1,1,0,1,62,39.5,74.5,Low Risk
7,96,0,1,0,6,50,2,1,1,0,2,0,0,3,0,0,2,1,65,51.5,57.5,Low Risk
17,99,2,2,0,10,86,1,1,1,2,2,0,2,2,0,0,2,1,70,58.0,78.0,Low Risk
38,98,1,2,0,6,94,2,1,2,1,1,1,0,4,0,2,2,0,75,68.0,84.5,Low Risk
14,71,0,0,1,8,89,2,1,0,2,2,1,1,3,0,2,2,0,66,42.5,77.5,Low Risk
14,80,0,2,0,10,56,1,1,1,1,2,1,2,3,0,2,1,0,65,47.0,60.5,Low Risk
17,67,2,2,0,9,97,2,1,1,2,1,1,1,3,0,2,1,0,64,42.0,80.5,Low Risk
21,92,0,1,0,6,76,1,1,2,1,2,1,2,5,0,0,2,1,70,56.5,73.0,Low Risk
17,96,2,0,1,8,87,2,1,0,2,2,0,2,5,0,1,1,1,71,56.5,79.0,Low Risk
24,94,1,2,0,8,60,1,1,0,2,2,1,1,3,0,1,2,1,68,59.0,64.0,Low Risk
14,77,2,2,1,6,77,1,1,1,1,0,0,1,2,0,0,2,1,64,45.5,70.5,Low Risk
12,90,0,0,0,8,67,1,1,2,1,1,1,1,3,0,1,2,0,67,51.0,67.0,Low Risk
9,64,2,0,1,6,99,2,1,6,1,0,1,2,6,1,1,1,1,65,36.5,82.0,Low Risk
7,62,0,2,1,7,74,2,1,3,2,2,1,1,3,0,2,2,0,62,34.5,68.0,Low Risk
17,90,1,0,1,5,88,1,1,1,2,2,1,0,1,0,0,2,0,68,53.5,78.0,Low Risk
18,77,0,2,1,4,80,2,1,1,2,1,0,0,2,0,0,2,1,66,47.5,73.0,Low Risk
16,100,0,0,1,7,55,0,1,1,1,2,1,0,2,1,0,1,1,69,58.0,62.0,Low Risk
27,64,2,2,1,7,77,0,1,3,0,2,1,1,4,0,1,1,1,68,45.5,72.5,Low Risk
27,94,2,1,0,5,77,2,1,0,2,0,1,2,2,0,0,2,0,71,60.5,74.0,Low Risk
18,79,2,0,1,8,86,2,1,3,1,1,1,1,4,0,0,2,0,68,48.5,77.0,Low Risk
9,93,0,1,1,7,66,2,1,0,1,1,0,1,2,0,0,1,1,64,51.0,65.0,Low Risk
17,93,1,2,0,8,93,1,1,0,1,2,1,0,3,0,0,1,1,66,55.0,79.5,Low Risk
16,97,2,1,1,8,81,0,1,0,0,0,0,2,2,0,1,2,1,70,56.5,75.5,Low Risk
16,72,1,2,0,9,52,2,1,1,2,0,1,0,1,1,0,1,0,60,44.0,56.0,Low Risk
16,98,2,2,1,8,85,1,1,0,1,0,1,2,2,0,0,0,1,69,57.0,77.0,Low Risk
16,66,2,2,1,7,95,1,1,1,2,2,1,2,4,0,0,2,1,65,41.0,80.0,Low Risk
18,63,0,0,1,7,84,2,1,1,2,0,1,1,2,0,1,2,0,66,40.5,75.0,Low Risk
16,77,2,1,0,10,69,2,1,1,2,2,0,1,3,0,1,2,0,64,46.5,66.5,Low Risk
21,93,2,0,0,8,80,2,1,0,0,0,1,2,1,0,0,1,0,71,57.0,75.5,Low Risk
22,79,0,1,0,7,59,2,1,0,2,2,1,2,3,0,0,2,1,66,50.5,62.5,Low Risk
15,93,2,1,1,7,80,1,1,0,1,2,1,2,3,0,1,2,0,66,54.0,73.0,Low Risk
28,89,2,2,0,6,75,2,1,1,1,1,0,0,3,0,1,1,1,68,58.5,71.5,Low Risk
14,68,0,0,0,5,51,0,1,1,0,2,1,1,5,1,1,1,1,63,41.0,57.0,Low Risk
10,98,2,1,1,10,66,1,1,1,1,0,1,0,2,0,0,2,0,66,54.0,66.0,Low Risk
22,62,1,2,0,8,60,1,0,0,2,0,1,2,2,0,0,2,1,61,42.0,60.5,Low Risk
15,96,2,1,0,5,70,0,1,4,1,0,0,2,3,0,0,2,1,70,55.5,70.0,Low Risk
22,72,2,0,1,7,62,1,1,5,0,2,0,1,2,0,0,1,0,68,47.0,65.0,Low Risk
6,80,2,2,1,9,92,1,1,5,1,2,1,1,2,0,2,1,1,65,43.0,78.5,Low Risk
28,77,0,2,0,6,85,0,1,0,1,2,1,0,1,0,2,2,0,69,52.5,77.0,Low Risk
24,67,2,0,1,6,87,1,1,0,2,2,1,2,4,0,0,2,1,67,45.5,77.0,Low Risk
11,74,0,2,0,8,68,1,1,0,2,2,1,2,3,0,1,1,1,62,42.5,65.0,Low Risk
11,68,1,0,1,8,50,1,1,2,1,0,0,2,4,0,1,2,0,61,39.5,55.5,Low Risk
16,67,0,2,1,6,88,2,1,0,0,1,1,1,3,0,0,2,1,65,41.5,76.5,Low Risk
15,80,0,2,0,8,80,2,1,1,1,2,1,1,4,0,1,1,0,65,47.5,72.5,Low Risk
6,92,2,2,1,5,77,2,1,1,1,0,1,2,4,0,1,2,1,66,49.0,71.5,Low Risk
18,83,2,0,1,6,64,1,0,1,2,0,0,0,3,0,1,2,0,66,50.5,65.0,Low Risk
19,96,2,2,1,7,54,0,1,1,1,2,1,1,3,0,0,2,1,69,57.5,61.5,Low Risk
24,85,0,0,0,8,89,2,1,1,1,2,1,1,3,0,1,1,0,70,54.5,79.5,Low Risk
12,88,0,2,0,6,52,1,0,1,2,0,1,0,1,0,1,2,1,63,50.0,57.5,Low Risk
11,87,1,2,0,8,53,0,1,1,2,2,1,2,3,0,1,2,0,64,49.0,58.5,Low Risk
23,78,0,1,0,9,65,0,1,1,1,0,1,1,2,1,0,0,0,65,50.5,65.0,Low Risk
26,88,0,2,1,6,79,2,1,1,1,0,1,1,4,0,1,0,1,71,57.0,75.0,Low Risk
11,63,2,2,1,10,100,0,1,0,2,2,1,1,3,0,1,0,0,61,37.0,80.5,Low Risk
26,94,1,1,1,9,55,1,1,2,0,2,1,1,3,0,1,2,1,69,60.0,62.0,Low Risk
20,91,0,2,0,7,74,2,1,1,2,2,1,1,4,0,1,1,1,69,55.5,71.5,Low Risk
27,70,2,2,0,7,80,1,1,1,1,2,1,1,3,0,1,2,0,66,48.5,73.0,Low Risk
20,91,0,2,0,6,91,2,1,3,0,0,1,1,2,0,1,2,1,72,55.5,81.5,Low Risk
5,61,0,2,0,9,84,0,1,1,2,2,1,1,3,0,0,2,1,60,33.0,72.0,Low Risk
19,69,1,1,0,7,90,2,1,0,1,2,1,1,1,0,0,2,1,62,44.0,76.0,Low Risk
26,63,2,2,1,5,76,2,1,3,2,0,1,1,5,1,1,2,0,66,44.5,71.0,Low Risk
15,91,2,0,1,4,72,1,1,1,0,0,0,1,2,0,1,2,1,69,53.0,70.5,Low Risk
18,90,0,2,0,7,81,2,1,2,2,1,1,0,3,0,2,1,1,69,54.0,75.0,Low Risk
19,93,2,0,0,7,95,1,1,3,2,2,0,0,3,0,1,2,0,71,56.0,83.0,Low Risk
3,60,2,1,1,6,78,1,1,1,1,2,1,2,1,0,2,2,0,57,31.5,67.5,Low Risk
30,80,0,0,0,5,80,2,1,0,1,2,0,2,4,0,2,2,0,72,55.0,76.0,Low Risk
15,88,1,2,1,4,67,2,1,1,2,0,0,2,4,0,1,0,0,66,51.5,66.5,Low Risk
23,66,2,2,1,6,80,2,1,1,2,2,1,2,3,0,0,2,0,66,44.5,73.0,Low Risk
19,86,2,2,0,6,81,2,1,3,2,0,1,1,3,0,0,2,1,70,52.5,75.5,Low Risk
28,63,2,2,0,8,88,2,1,2,1,0,1,2,2,0,1,2,1,67,45.5,77.5,Low Risk
22,67,2,2,1,7,79,2,1,1,2,1,0,1,3,0,0,1,0,65,44.5,72.0,Low Risk
19,79,2,2,1,9,60,1,1,1,1,2,1,1,3,1,1,2,0,63,49.0,61.5,Low Risk
15,86,0,1,0,8,79,2,1,3,1,2,1,2,3,0,0,2,0,68,50.5,73.5,Low Risk
25,66,1,2,1,8,65,2,1,0,2,2,1,2,3,1,1,2,1,63,45.5,64.0,Low Risk
9,67,2,0,1,8,54,2,1,3,2,0,0,2,5,0,0,1,1,63,38.0,58.5,Low Risk
24,68,2,2,1,5,91,0,1,1,0,2,1,0,4,0,0,2,0,68,46.0,79.5,Low Risk
13,70,2,2,1,6,53,2,1,2,1,2,1,0,0,1,0,1,0,60,41.5,56.5,Low Risk
28,69,2,2,0,10,82,0,1,0,2,2,0,1,2,0,1,2,0,67,48.5,74.5,Low Risk
21,76,1,1,1,4,99,0,1,0,1,1,1,2,3,0,0,0,1,65,48.5,82.0,Low Risk
24,86,0,1,1,7,54,2,1,0,1,0,1,1,2,0,0,2,1,68,55.0,61.0,Low Risk
20,78,2,1,0,8,61,2,1,0,2,2,1,1,2,1,1,1,0,62,49.0,61.5,Low Risk
9,91,2,1,0,4,88,1,1,2,2,2,1,1,4,1,2,2,0,65,50.0,76.5,Low Risk
15,89,2,2,1,6,55,0,1,1,1,2,0,2,3,0,1,2,1,66,52.0,60.5,Low Risk
24,65,2,2,1,10,92,1,1,3,2,0,1,1,4,0,1,2,1,67,44.5,79.5,Low Risk
21,62,1,0,1,7,50,1,0,1,0,2,1,0,2,0,1,1,0,60,41.5,55.0,Low Risk
27,95,1,0,1,6,94,0,1,2,2,2,1,1,4,0,2,0,0,74,61.0,84.0,Low Risk
22,63,1,1,1,7,53,2,1,1,0,2,1,1,4,0,1,2,1,62,42.5,57.5,Low Risk
14,66,1,2,1,6,96,1,1,0,0,2,1,0,3,0,0,1,1,61,40.0,78.5,Low Risk
15,61,2,2,0,10,93,0,1,0,2,0,1,1,4,0,1,2,1,63,38.0,78.0,Low Risk
21,85,2,1,0,6,77,2,1,2,1,2,1,1,3,0,0,0,1,66,53.0,71.5,Low Risk
6,83,2,2,0,6,89,2,1,1,1,2,1,2,4,0,2,2,0,65,44.5,77.0,Low Risk
30,99,1,2,0,5,54,2,1,0,2,2,0,2,3,0,2,2,1,72,64.5,63.0,Low Risk
23,95,0,2,0,7,57,2,1,1,1,2,0,1,2,0,1,2,0,70,59.0,63.5,Low Risk
27,76,0,0,1,7,68,2,1,1,2,2,1,1,3,0,2,1,0,71,51.5,69.5,Low Risk
11,75,0,0,1,9,77,2,0,1,0,0,0,1,2,1,0,1,1,64,43.0,70.5,Low Risk
27,72,2,0,0,5,93,1,1,1,0,2,1,2,2,0,0,2,1,70,49.5,81.5,Low Risk
33,66,2,2,0,8,77,2,1,2,2,1,1,1,3,0,1,2,1,68,49.5,72.5,Low Risk
12,66,1,0,1,7,83,2,0,1,2,2,1,1,3,0,1,2,1,61,39.0,72.0,Low Risk
25,65,0,2,1,4,84,0,1,1,0,2,1,2,2,0,1,2,1,68,45.0,76.0,Low Risk
20,65,1,2,0,6,94,2,1,1,1,0,1,2,2,0,2,2,0,64,42.5,79.0,Low Risk
11,70,2,0,1,6,89,1,1,2,2,2,1,2,4,0,1,2,0,64,40.5,76.5,Low Risk
23,72,2,0,1,10,99,2,1,2,2,0,0,1,4,0,2,2,0,71,47.5,85.0,Low Risk
25,98,2,0,1,8,51,2,1,0,2,2,0,2,2,0,0,1,0,72,61.5,61.5,Low Risk
16,83,2,2,1,7,60,2,1,0,0,2,1,2,1,0,0,1,0,66,49.5,63.0,Low Risk
27,100,1,2,1,4,97,1,1,4,1,0,1,2,3,0,1,2,0,74,63.5,85.5,Low Risk
10,75,2,2,1,4,90,2,1,3,2,0,1,2,3,1,2,1,1,65,42.5,77.5,Low Risk
11,78,0,0,0,8,63,1,1,1,1,2,1,1,3,0,1,2,0,64,44.5,63.5,Low Risk
21,73,0,2,1,8,99,2,1,1,2,0,1,2,4,0,0,1,1,69,47.0,84.0,Low Risk
20,67,2,2,0,6,93,1,0,1,1,2,1,0,3,1,0,2,1,62,43.5,77.5,Low Risk
16,66,2,2,1,7,53,0,1,2,2,2,1,0,2,0,2,1,1,62,41.0,57.5,Low Risk
25,98,1,1,1,7,91,2,1,2,1,1,1,2,3,0,2,2,0,72,61.5,81.5,Low Risk
23,99,2,0,0,7,89,0,1,1,2,2,1,1,3,0,1,2,0,73,61.0,81.0,Low Risk
25,62,2,1,0,6,61,0,1,1,2,2,1,2,4,0,2,1,0,64,43.5,62.5,Low Risk
19,66,2,2,0,8,83,2,1,2,2,0,1,1,3,0,1,2,0,65,42.5,74.0,Low Risk
24,77,0,0,1,9,99,2,1,1,1,2,1,2,1,0,1,2,1,70,50.5,84.5,Low Risk
17,67,2,2,1,6,84,0,1,1,0,0,1,1,3,0,2,1,0,66,42.0,75.0,Low Risk
32,75,1,0,0,5,91,1,1,1,0,2,1,2,2,0,0,1,0,70,53.5,80.5,Low Risk
15,65,2,0,1,6,55,1,1,2,2,2,0,2,3,0,1,2,0,63,40.0,59.0,Low Risk
33,78,1,1,0,7,86,2,1,1,1,0,1,2,4,0,1,2,1,69,55.5,77.5,Low Risk
20,71,0,2,1,8,60,1,1,0,2,2,1,1,2,0,1,2,1,64,45.5,62.0,Low Risk
12,74,1,2,0,8,54,2,1,2,2,2,0,2,5,0,2,1,0,63,43.0,58.5,Low Risk
28,64,2,2,0,8,78,1,1,2,2,2,0,0,3,0,2,2,1,66,46.0,72.0,Low Risk
21,77,2,2,1,8,88,1,1,2,0,2,0,2,1,0,0,1,0,68,49.0,78.0,Low Risk
25,99,2,2,1,7,77,2,1,0,0,0,1,1,3,0,1,2,1,97,62.0,87.0,Low Risk
27,73,1,1,0,9,97,2,1,2,2,0,1,1,1,0,1,2,0,67,50.0,82.0,Low Risk
22,95,2,2,0,7,85,2,1,0,2,2,0,2,4,0,0,2,1,71,58.5,78.0,Low Risk
16,94,1,1,1,8,56,1,1,2,1,0,1,2,2,0,0,2,0,66,55.0,61.0,Low Risk
26,98,2,1,1,7,97,2,1,2,1,2,1,1,2,1,2,1,1,72,62.0,84.5,Low Risk
20,92,0,2,1,7,58,1,1,2,1,1,1,1,4,0,2,2,0,70,56.0,64.0,Low Risk
24,86,2,2,1,7,88,2,1,1,1,2,1,1,3,0,1,0,1,69,55.0,78.5,Low Risk
7,94,2,1,1,9,57,0,1,2,2,2,1,0,3,0,2,2,0,66,50.5,61.5,Low Risk
23,63,0,0,0,7,100,1,1,2,2,0,0,2,3,0,2,2,0,69,43.0,84.5,Low Risk
16,79,2,2,1,6,67,1,0,2,2,0,0,2,3,0,0,2,1,65,47.5,66.0,Low Risk
30,100,0,0,0,6,75,2,1,0,1,2,1,1,4,0,0,1,0,75,65.0,75.0,Low Risk
24,91,1,2,0,8,73,2,1,2,1,0,0,2,2,0,2,1,1,70,57.5,71.5,Low Risk
21,98,0,1,1,6,55,1,1,1,2,2,1,2,3,0,1,2,1,70,59.5,62.5,Low Risk
23,91,2,0,1,7,75,1,1,2,1,0,1,0,2,0,1,0,1,69,57.0,72.0,Low Risk
14,95,0,2,0,7,57,2,1,2,1,1,1,1,2,0,0,2,0,68,54.5,62.5,Low Risk
30,88,1,2,1,6,90,0,1,4,0,2,0,0,2,0,0,1,1,73,59.0,81.5,Low Risk
32,90,2,2,1,5,98,0,1,0,2,0,1,1,3,0,0,1,1,74,61.0,86.0,Low Risk
22,81,1,1,0,5,90,2,1,0,0,2,1,2,2,0,0,1,0,66,51.5,78.0,Low Risk
30,97,0,2,1,6,72,0,1,1,1,0,1,2,2,0,1,0,0,74,63.5,73.0,Low Risk
17,93,2,1,1,5,50,1,1,3,0,2,1,2,2,0,1,1,1,67,55.0,58.5,Low Risk
15,94,0,2,1,8,52,1,1,1,2,2,0,2,2,0,0,0,0,67,54.5,59.5,Low Risk
20,87,2,0,0,10,75,1,1,3,2,2,0,1,2,0,0,2,0,70,53.5,72.5,Low Risk
23,72,1,0,1,6,84,2,1,1,0,0,1,1,2,0,1,2,1,67,47.5,75.5,Low Risk
18,61,2,1,1,6,91,0,1,3,2,0,1,2,3,0,0,1,0,80,39.5,85.5,Low Risk
23,97,2,0,1,6,80,1,1,1,1,1,1,0,2,0,0,1,1,70,60.0,75.0,Low Risk
22,83,0,2,0,8,99,1,1,4,0,0,1,0,4,1,1,2,0,71,52.5,85.0,Low Risk
14,72,2,1,0,8,75,0,1,4,0,2,0,2,2,1,0,2,1,64,43.0,69.5,Low Risk
23,66,0,0,1,7,80,2,1,1,2,2,1,2,3,0,0,1,0,68,44.5,74.0,Low Risk
25,93,2,2,0,5,62,2,1,0,1,2,1,1,3,0,1,0,1,68,59.0,65.0,Low Risk
21,93,2,2,1,6,67,2,0,1,0,2,1,2,3,0,1,2,0,69,57.0,68.0,Low Risk
27,93,0,1,1,7,84,1,1,1,2,2,0,1,2,0,2,2,1,72,60.0,78.0,Low Risk
13,86,2,2,0,7,80,2,1,0,1,2,0,0,5,0,0,2,1,65,49.5,72.5,Low Risk
23,75,1,1,1,7,68,2,1,1,0,1,0,1,4,1,1,2,1,64,49.0,66.0,Low Risk
13,72,2,0,0,8,56,1,1,1,1,0,1,2,4,0,2,1,0,64,42.5,60.0,Low Risk
13,60,1,2,0,5,67,0,1,1,1,2,1,2,4,1,1,0,1,58,36.5,62.5,Low Risk
16,93,0,2,1,7,52,1,1,2,2,0,1,1,3,0,1,2,1,69,54.5,60.5,Low Risk
14,63,0,1,0,7,79,2,1,1,1,2,1,1,3,0,1,2,1,61,38.5,70.0,Low Risk
17,85,0,0,1,6,66,2,1,0,2,0,1,1,2,0,0,1,0,68,51.0,67.0,Low Risk
19,80,0,2,1,6,69,1,1,1,1,1,0,1,4,1,0,2,1,66,49.5,67.5,Low Risk
25,81,2,2,0,8,79,1,1,1,2,2,1,1,4,0,0,2,0,68,53.0,73.5,Low Risk
18,97,1,0,0,5,79,1,1,2,1,0,1,2,3,0,0,1,1,70,57.5,74.5,Low Risk
10,61,0,1,1,10,79,2,1,4,0,0,1,2,2,1,0,1,1,62,35.5,70.5,Low Risk
27,91,2,2,0,8,75,1,1,2,2,0,0,1,3,0,1,2,1,71,59.0,73.0,Low Risk
15,62,2,2,0,7,74,0,1,0,1,0,1,0,3,0,2,1,0,61,38.5,67.5,Low Risk
20,62,0,2,1,7,91,1,1,1,2,1,1,0,3,0,0,2,1,64,41.0,77.5,Low Risk
23,77,2,1,0,8,73,2,1,1,1,1,1,2,2,0,0,2,1,65,50.0,69.0,Low Risk
21,63,1,2,1,6,77,1,1,3,2,0,1,0,1,0,1,2,1,63,42.0,70.0,Low Risk
27,92,0,2,1,6,99,1,1,4,1,1,0,2,3,0,1,2,0,74,59.5,86.5,Low Risk
23,81,2,0,0,9,59,1,1,2,2,0,1,1,2,0,0,2,1,68,52.0,63.5,Low Risk
15,61,0,2,1,6,86,0,1,2,0,0,1,1,3,0,1,2,0,65,38.0,75.5,Low Risk
33,62,2,2,0,7,74,1,1,2,2,2,1,1,2,0,0,1,1,66,47.5,70.0,Low Risk
21,85,2,0,1,6,92,2,1,1,2,0,1,1,2,1,1,1,1,69,53.0,80.5,Low Risk
19,92,1,2,1,7,70,1,1,2,0,2,0,2,2,0,0,2,1,69,55.5,69.5,Low Risk
26,78,0,2,0,8,65,2,1,3,2,2,1,2,3,0,0,2,0,70,52.0,67.5,Low Risk
21,82,2,2,1,10,60,0,1,3,0,0,1,2,4,0,1,2,0,70,51.5,65.0,Low Risk
22,92,2,2,1,6,94,2,1,1,2,2,1,2,3,0,1,2,1,71,57.0,82.5,Low Risk
35,84,2,2,0,5,86,2,1,1,2,2,1,1,3,0,1,2,0,72,59.5,79.0,Low Risk
18,69,2,1,0,7,54,2,1,1,1,0,1,1,4,0,1,1,1,61,43.5,57.5,Low Risk
18,85,2,0,1,6,86,0,0,1,2,2,0,1,3,0,1,2,0,68,51.5,77.0,Low Risk
21,85,2,1,1,7,52,2,1,3,1,2,0,1,3,0,1,2,1,66,53.0,59.0,Low Risk
26,89,2,2,1,8,59,1,1,1,1,0,1,1,4,0,1,2,1,70,57.5,64.5,Low Risk
11,85,2,1,0,10,80,1,0,0,1,0,1,2,3,0,0,2,0,63,48.0,71.5,Low Risk
16,68,1,2,1,4,92,2,0,1,2,2,1,0,4,0,0,2,1,62,42.0,77.0,Low Risk
10,98,2,0,0,7,80,1,1,3,2,2,0,1,3,0,0,2,1,69,54.0,74.5,Low Risk
17,82,2,2,1,8,98,2,1,3,2,0,1,2,4,0,1,1,1,69,49.5,83.5,Low Risk
23,87,2,1,1,6,93,2,1,1,0,0,0,2,4,0,2,2,0,72,55.0,82.5,Low Risk
15,64,0,2,1,7,67,2,1,2,1,0,1,2,3,0,1,2,1,64,39.5,65.5,Low Risk
11,75,1,2,0,7,92,2,0,2,1,0,1,2,4,0,0,1,0,63,43.0,77.5,Low Risk
20,91,2,2,1,7,93,0,1,1,1,2,1,0,3,0,2,1,1,70,55.5,81.5,Low Risk
25,88,1,2,1,8,98,1,0,1,1,1,0,1,4,0,2,2,1,69,56.5,83.5,Low Risk
10,62,0,0,0,7,51,2,1,1,2,0,0,2,2,0,1,2,1,61,36.0,56.0,Low Risk
25,82,0,0,0,8,94,1,1,2,1,2,1,1,3,0,1,1,1,70,53.5,82.0,Low Risk
25,64,2,2,1,4,53,1,1,1,2,2,1,1,2,0,0,2,1,64,44.5,58.5,Low Risk
26,100,0,0,1,6,76,0,1,0,2,0,1,0,4,0,2,2,1,76,63.0,76.0,Low Risk
27,96,2,2,1,6,71,2,1,2,2,2,1,1,2,0,0,2,0,73,61.5,72.0,Low Risk
18,94,2,2,1,7,70,2,0,2,2,0,1,0,3,0,0,2,0,69,56.0,69.5,Low Risk
21,97,2,2,1,6,80,1,1,2,2,2,0,2,4,0,0,2,1,72,59.0,76.0,Low Risk
18,74,2,2,0,6,85,2,1,4,2,2,0,0,3,0,0,1,0,66,46.0,75.5,Low Risk
20,89,2,2,1,8,51,2,1,3,2,0,1,2,3,0,2,2,0,70,54.5,60.5,Low Risk
29,78,2,0,1,7,80,2,1,2,2,2,1,2,4,0,2,2,0,73,53.5,76.5,Low Risk
12,86,0,2,1,5,76,1,0,2,0,2,1,2,3,0,2,2,0,68,49.0,72.0,Low Risk
15,74,2,0,0,6,80,2,1,2,0,2,1,0,3,0,2,1,1,66,44.5,73.0,Low Risk
28,73,1,2,1,8,54,2,1,4,2,2,0,1,1,0,1,2,0,67,50.5,60.5,Low Risk
26,77,2,1,0,7,53,0,0,3,2,0,0,2,3,0,1,2,0,67,51.5,60.0,Low Risk
18,66,2,0,1,9,59,2,0,0,1,2,0,2,3,0,1,2,1,62,42.0,60.5,Low Risk
25,93,1,2,0,8,93,2,1,2,2,2,1,2,3,0,0,2,1,72,59.0,82.5,Low Risk
22,74,1,0,1,6,68,2,1,0,2,1,1,2,4,0,1,0,1,65,48.0,66.5,Low Risk
29,76,2,1,1,9,72,2,1,1,0,2,1,2,3,0,1,2,1,69,52.5,70.5,Low Risk
20,96,2,0,0,9,70,2,1,2,1,1,1,2,2,1,1,2,1,69,58.0,69.5,Low Risk
26,80,0,2,1,4,86,2,0,0,1,2,1,2,4,0,0,1,1,69,53.0,77.5,Low Risk
36,82,1,1,1,7,63,2,1,0,2,2,0,2,3,0,1,2,1,69,59.0,66.0,Low Risk
24,98,1,2,1,6,53,2,1,1,2,1,1,1,2,0,1,2,0,69,61.0,61.0,Low Risk
20,95,2,0,1,7,69,1,1,0,2,0,1,1,3,0,1,2,1,70,57.5,69.5,Low Risk
24,67,0,1,0,6,86,2,1,6,1,2,0,2,3,1,2,1,0,67,45.5,76.5,Low Risk
18,79,2,0,1,6,96,2,1,3,2,1,1,2,3,1,2,2,1,69,48.5,82.5,Low Risk
34,99,2,2,1,8,53,2,1,0,2,0,1,1,5,0,0,2,1,75,66.5,64.0,Low Risk
21,75,1,2,1,5,91,2,1,2,1,1,1,1,3,0,1,2,1,66,48.0,78.5,Low Risk
18,75,2,1,1,7,53,2,1,0,0,0,1,1,2,0,1,2,1,63,46.5,58.0,Low Risk
15,68,2,2,1,5,67,2,1,3,2,0,0,0,4,0,2,1,1,64,41.5,65.5,Low Risk
27,65,2,2,1,9,51,2,1,2,0,2,0,2,2,0,2,1,0,66,46.0,58.5,Low Risk
25,90,2,2,1,7,96,2,1,1,2,2,1,2,4,0,0,1,1,72,57.5,84.0,Low Risk
17,91,2,0,0,8,85,0,1,3,2,0,1,1,4,0,0,1,0,71,54.0,78.0,Low Risk
23,99,1,2,1,7,68,2,1,0,0,0,0,2,2,0,1,0,1,70,61.0,69.0,Low Risk
11,91,0,2,0,7,69,2,1,2,1,2,0,2,2,0,0,2,1,67,51.0,68.0,Low Risk
21,70,2,1,0,7,82,0,1,0,0,0,1,2,3,0,1,2,0,65,45.5,73.5,Low Risk
23,62,0,0,1,9,54,1,1,3,1,2,0,1,4,0,1,2,1,65,42.5,59.5,Low Risk
30,99,2,2,1,6,57,2,1,0,1,2,1,1,4,0,2,2,1,73,64.5,65.0,Low Risk
15,74,2,2,1,4,92,1,1,1,2,2,0,2,3,0,2,2,1,66,44.5,79.0,Low Risk
12,72,1,2,1,6,60,0,1,0,1,2,1,1,4,0,2,2,1,62,42.0,61.0,Low Risk
15,96,2,0,0,5,86,2,1,2,0,2,0,2,2,0,1,2,1,71,55.5,78.5,Low Risk
12,83,2,0,0,8,61,2,1,3,0,2,1,1,5,1,1,2,1,66,47.5,63.5,Low Risk
28,69,0,0,1,7,54,1,0,1,1,2,1,1,2,0,0,0,1,65,48.5,59.5,Low Risk
29,96,2,0,1,8,95,2,1,0,0,2,0,2,2,0,1,2,0,75,62.5,85.0,Low Risk
22,100,0,2,0,7,95,2,1,2,1,2,1,2,4,0,0,2,1,74,61.0,84.5,Low Risk
27,63,2,1,1,7,80,0,1,1,2,0,0,1,3,0,1,1,1,65,45.0,72.5,Low Risk
21,94,2,2,0,7,73,1,1,2,1,2,0,2,3,0,2,2,0,71,57.5,72.0,Low Risk
19,76,0,1,1,9,78,1,1,1,1,2,1,0,1,0,2,2,0,65,47.5,71.5,Low Risk
18,81,2,1,1,7,70,0,1,0,1,2,0,1,2,0,0,2,1,65,49.5,67.5,Low Risk
18,97,2,1,0,9,88,2,1,0,1,2,1,1,4,0,1,1,0,67,57.5,77.5,Low Risk
11,99,2,1,1,9,88,2,1,2,1,2,1,1,2,0,1,1,1,67,55.0,77.5,Low Risk
22,70,2,2,0,7,91,2,1,2,2,2,1,2,1,0,1,2,1,66,46.0,78.5,Low Risk
20,69,0,2,1,7,76,0,1,1,2,2,1,2,3,0,1,2,0,67,44.5,71.5,Low Risk
24,63,2,2,0,6,90,2,0,2,1,2,0,1,5,0,2,2,0,66,43.5,78.0,Low Risk
